Overall Qual,Exter Qual,Bsmt Qual,1st Flr SF,Gr Liv Area,Kitchen Qual,Fireplace Qu,Garage Finish,Garage Area,Mas Vnr Avail,House_Style_1Story,House_Style_2Story,House_Style_Others,Foundation__CBlock,Foundation__Others,Foundation__PConc,Area_Side_East,Area_Side_North,Area_Side_South,Area_Side_West,Total_Bath,Age,Age_Renov,Bsmt_QC,Area_Rm_Ratio,SalePrice
6.0,2.0,3.0,984,984,2.0,0.0,1.0,280.0,0,0,0,1,1,0,0,0,1,0,0,2.0,54,54,2808.0,246.0,112500
6.0,2.0,4.0,1686,1686,2.0,3.0,1.0,612.0,1,1,0,0,1,0,0,0,1,0,0,3.0,26,26,5058.0,240.86,207500
7.0,3.0,4.0,1614,1614,3.0,4.0,3.0,576.0,1,1,0,0,0,0,1,0,0,0,1,2.0,1,1,4842.0,230.57,225000
5.0,2.0,3.0,864,864,2.0,0.0,1.0,297.0,0,1,0,0,1,0,0,0,0,0,1,1.0,34,34,2592.0,172.8,119900
7.0,3.0,5.0,1740,1740,3.0,0.0,2.0,874.0,1,1,0,0,0,0,1,0,1,0,0,2.0,0,0,6884.0,217.5,293000
5.0,2.0,3.0,1721,1721,2.0,3.0,2.0,440.0,0,1,0,0,1,0,0,0,0,0,1,2.5,38,13,4383.0,245.86,180000
6.0,2.0,3.0,1034,1034,2.0,0.0,1.0,888.0,1,0,0,1,1,0,0,0,0,1,0,2.0,34,34,3036.0,172.33,169900
6.0,2.0,0.0,1318,1902,2.0,0.0,1.0,539.0,0,0,0,1,0,1,0,0,0,0,1,2.0,32,32,0.0,237.75,112000
6.0,2.0,4.0,1097,1097,2.0,0.0,1.0,480.0,0,1,0,0,0,0,1,0,0,0,1,2.0,26,25,3120.0,182.83,152000
9.0,3.0,4.0,1117,2206,4.0,4.0,3.0,670.0,1,0,1,0,0,0,1,0,1,0,0,2.5,1,0,3270.0,220.6,300000
6.0,2.0,3.0,1117,1117,2.0,3.0,1.0,672.0,0,0,0,1,1,0,0,0,0,0,1,2.0,34,34,3087.0,186.17,107000
4.0,2.0,3.0,1246,2290,2.0,0.0,1.0,560.0,0,0,1,0,0,0,1,1,0,0,0,2.0,125,60,2331.0,208.18,122500
6.0,2.0,3.0,483,948,2.0,0.0,1.0,264.0,1,0,1,0,1,0,0,0,1,0,0,1.5,34,34,1449.0,189.6,89000
6.0,2.0,2.0,600,919,2.0,0.0,1.0,231.0,0,0,0,1,1,0,0,0,0,1,0,1.0,70,60,1800.0,183.8,95000
6.0,2.0,3.0,1152,1152,2.0,0.0,2.0,412.0,1,1,0,0,1,0,0,0,1,0,0,2.5,39,39,2736.0,164.57,143450
5.0,2.0,3.0,1264,1264,2.0,4.0,1.0,461.0,1,1,0,0,1,0,0,0,1,0,0,2.0,50,50,3804.0,210.67,167500
5.0,2.0,4.0,1224,1224,2.0,3.0,1.0,528.0,1,0,0,1,1,0,0,0,0,0,1,3.0,30,30,3258.0,204.0,153337
6.0,2.0,3.0,697,1369,2.0,0.0,1.0,300.0,0,0,1,0,0,1,0,0,0,0,1,3.0,84,59,2016.0,228.17,103600
5.0,2.0,3.0,894,894,2.0,0.0,1.0,308.0,0,1,0,0,1,0,0,0,0,0,1,2.0,34,34,3576.0,178.8,128200
6.0,3.0,4.0,769,1573,3.0,0.0,1.0,440.0,1,0,1,0,0,0,1,0,1,0,0,2.5,10,10,2268.0,314.6,177500
8.0,3.0,4.0,1687,2250,3.0,5.0,3.0,756.0,1,0,1,0,0,0,1,0,1,0,0,3.5,8,8,5013.0,321.43,320000
6.0,2.0,4.0,819,1514,2.0,3.0,3.0,394.0,0,0,1,0,0,0,1,0,1,0,0,3.5,9,9,2382.0,216.29,190000
6.0,2.0,3.0,672,1218,2.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,1.5,35,35,2016.0,174.0,91500
5.0,2.0,3.0,811,1387,3.0,0.0,1.0,256.0,0,0,0,1,1,0,0,1,0,0,0,2.0,55,55,2433.0,198.14,93000
4.0,2.0,3.0,649,1317,2.0,0.0,1.0,250.0,0,0,1,0,0,1,0,1,0,0,0,1.0,88,58,1947.0,219.5,40000
6.0,2.0,3.0,773,1355,3.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1.5,93,1,2052.0,193.57,127000
4.0,1.0,3.0,952,952,2.0,0.0,2.0,330.0,0,1,0,0,1,0,0,1,0,0,0,1.0,114,60,2268.0,190.4,50138
6.0,2.0,3.0,1113,1113,2.0,2.0,2.0,504.0,1,1,0,0,1,0,0,0,0,0,1,2.5,31,31,4572.0,185.5,148000
5.0,2.0,3.0,778,778,2.0,4.0,3.0,924.0,0,1,0,0,1,0,0,1,0,0,0,1.0,68,53,2220.0,194.5,120500
6.0,2.0,3.0,944,1489,2.0,4.0,1.0,240.0,0,0,0,1,0,1,0,0,0,1,0,2.0,69,59,2334.0,212.71,139500
9.0,4.0,5.0,1698,1698,4.0,4.0,3.0,768.0,1,1,0,0,0,0,1,0,0,0,1,3.0,2,1,5094.0,212.25,320000
7.0,2.0,3.0,1262,2267,2.0,4.0,3.0,498.0,0,0,1,0,1,0,0,0,0,0,1,2.5,70,27,3015.0,323.86,219000
5.0,2.0,4.0,902,902,2.0,0.0,1.0,484.0,0,1,0,0,1,0,0,0,0,1,0,2.0,23,23,2592.0,180.4,131000
6.0,3.0,4.0,738,1495,3.0,4.0,2.0,440.0,0,0,1,0,0,0,1,0,1,0,0,2.5,1,1,2214.0,213.57,171925
5.0,3.0,4.0,1384,1384,3.0,0.0,1.0,404.0,0,1,0,0,0,0,1,0,1,0,0,3.0,12,11,4044.0,197.71,177900
6.0,2.0,3.0,851,1436,2.0,4.0,1.0,228.0,0,0,1,0,0,1,0,0,0,1,0,1.0,86,57,1755.0,205.14,141500
6.0,3.0,4.0,952,1636,2.0,3.0,3.0,440.0,0,0,1,0,0,0,1,0,1,0,0,3.5,11,10,2856.0,233.71,191000
6.0,2.0,4.0,1158,1158,3.0,0.0,1.0,576.0,0,1,0,0,0,0,1,0,0,0,1,2.5,2,2,3474.0,231.6,158000
8.0,3.0,4.0,1646,1646,3.0,4.0,2.0,870.0,1,1,0,0,0,0,1,0,0,1,0,2.0,1,0,4914.0,274.33,248900
5.0,2.0,4.0,981,1768,3.0,3.0,1.0,240.0,1,0,0,1,0,1,0,0,0,1,0,2.5,70,57,2193.0,252.57,175000
6.0,2.0,3.0,1565,1565,3.0,3.0,2.0,299.0,0,1,0,0,0,0,1,0,1,0,0,3.0,41,6,3561.0,223.57,185900
7.0,2.0,4.0,880,1768,2.0,3.0,1.0,320.0,0,0,0,1,0,1,0,1,0,0,0,1.5,92,36,2640.0,294.67,163000
5.0,1.0,3.0,1060,1396,2.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,2.0,55,55,1980.0,174.5,115000
6.0,2.0,3.0,1096,1096,2.0,2.0,1.0,484.0,1,0,0,1,1,0,0,0,0,0,1,2.0,30,30,3024.0,182.67,157500
7.0,3.0,4.0,1223,2312,3.0,3.0,3.0,658.0,1,0,1,0,0,0,1,0,1,0,0,3.5,10,10,3531.0,289.0,245000
8.0,3.0,4.0,1337,1337,3.0,3.0,2.0,462.0,0,1,0,0,0,0,1,0,1,0,0,3.0,15,15,4011.0,267.4,180000
7.0,3.0,4.0,551,1102,3.0,0.0,1.0,480.0,0,0,1,0,0,0,1,0,1,0,0,2.5,3,3,1653.0,275.5,148800
8.0,3.0,4.0,1128,2031,3.0,4.0,2.0,577.0,0,0,1,0,0,0,1,0,0,0,1,3.5,6,6,3384.0,290.14,237000
2.0,2.0,3.0,438,438,1.0,0.0,1.0,246.0,0,1,0,0,1,0,0,0,0,1,0,1.0,89,59,580.0,146.0,60000
5.0,2.0,4.0,1033,1033,2.0,0.0,2.0,504.0,1,0,0,1,1,0,0,0,0,0,1,1.5,32,32,1824.0,172.17,165000
7.0,3.0,4.0,1129,2327,3.0,4.0,2.0,596.0,0,0,1,0,0,0,1,0,0,0,1,2.5,5,5,3387.0,258.56,240000
7.0,2.0,4.0,1187,1187,3.0,0.0,2.0,420.0,1,1,0,0,0,0,1,0,1,0,0,2.0,15,14,3504.0,197.83,160000
6.0,2.0,3.0,816,1340,2.0,0.0,1.0,440.0,0,0,0,1,1,0,0,0,0,1,0,2.0,61,56,2340.0,223.33,128000
4.0,2.0,0.0,1152,1152,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,2.0,53,53,0.0,192.0,82000
6.0,2.0,3.0,1567,1567,3.0,4.0,1.0,542.0,1,1,0,0,1,0,0,0,1,0,0,3.0,43,1,4686.0,313.4,256000
7.0,2.0,3.0,832,1482,2.0,0.0,1.0,324.0,0,0,1,0,0,0,1,1,0,0,0,1.5,89,21,1950.0,211.71,143000
7.0,3.0,4.0,1689,1689,3.0,0.0,3.0,433.0,0,1,0,0,0,0,1,0,0,1,0,2.0,1,0,5067.0,241.29,231713
5.0,2.0,4.0,1424,1424,2.0,0.0,1.0,828.0,0,1,0,0,1,0,0,0,1,0,0,2.5,38,17,3300.0,203.43,155000
5.0,2.0,3.0,816,816,2.0,0.0,1.0,264.0,0,1,0,0,1,0,0,0,0,1,0,1.5,25,25,2448.0,204.0,128500
7.0,2.0,3.0,1424,1424,2.0,4.0,1.0,312.0,1,1,0,0,0,1,0,0,0,1,0,2.0,87,58,3684.0,203.43,168000
7.0,2.0,3.0,725,1479,3.0,0.0,3.0,484.0,1,0,1,0,1,0,0,0,1,0,0,2.5,35,3,2175.0,211.29,184000
5.0,2.0,3.0,1025,1025,2.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,2.0,44,44,3075.0,170.83,124000
6.0,2.0,3.0,1442,1442,2.0,3.0,2.0,615.0,1,1,0,0,1,0,0,0,1,0,0,2.0,39,39,4326.0,240.33,185000
8.0,3.0,4.0,1454,1936,3.0,3.0,2.0,504.0,1,0,1,0,0,0,1,0,1,0,0,2.5,6,6,4218.0,276.57,230500
7.0,2.0,4.0,1070,1939,3.0,3.0,2.0,555.0,1,0,1,0,0,0,1,0,0,0,1,3.0,8,8,3162.0,242.38,227000
6.0,3.0,4.0,738,1476,3.0,0.0,3.0,540.0,0,0,1,0,0,0,1,0,0,0,1,3.5,4,4,2214.0,210.86,173500
5.0,2.0,4.0,898,898,2.0,0.0,2.0,326.0,0,0,0,1,1,0,0,0,1,0,0,2.0,38,38,2499.0,149.67,140000
8.0,3.0,5.0,1460,1460,3.0,4.0,3.0,480.0,0,1,0,0,0,0,1,0,1,0,0,2.0,2,1,4380.0,243.33,247000
6.0,2.0,4.0,1034,1034,2.0,2.0,3.0,504.0,1,0,0,1,1,0,0,0,0,0,1,1.5,31,31,1368.0,206.8,149900
5.0,2.0,4.0,1174,1174,2.0,0.0,1.0,528.0,1,1,0,0,1,0,0,0,0,0,1,2.0,30,30,2592.0,234.8,158000
7.0,3.0,4.0,530,1080,3.0,0.0,2.0,496.0,0,0,1,0,0,0,1,0,1,0,0,2.5,7,7,1590.0,270.0,147110
6.0,2.0,3.0,780,1376,2.0,4.0,1.0,198.0,0,0,0,1,0,1,0,1,0,0,0,2.0,69,56,2340.0,196.57,119500
5.0,2.0,3.0,840,1567,2.0,3.0,1.0,440.0,0,0,0,1,1,0,0,0,0,1,0,2.5,69,59,2520.0,261.17,205000
5.0,2.0,4.0,751,1534,3.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1.5,112,8,2208.0,255.67,148000
8.0,3.0,4.0,1616,1616,3.0,3.0,2.0,608.0,0,1,0,0,0,0,1,0,1,0,0,3.0,15,14,4785.0,323.2,236500
5.0,2.0,2.0,1058,1551,1.0,0.0,1.0,240.0,0,0,0,1,0,1,0,0,0,1,0,3.0,68,56,3174.0,258.5,137000
5.0,2.0,3.0,960,960,2.0,0.0,2.0,330.0,0,1,0,0,1,0,0,0,1,0,0,2.0,54,54,2880.0,192.0,122000
7.0,3.0,4.0,1302,1302,3.0,0.0,3.0,436.0,0,1,0,0,0,0,1,0,1,0,0,2.0,0,0,3906.0,217.0,176485
5.0,2.0,3.0,816,816,2.0,0.0,1.0,210.0,0,1,0,0,0,1,0,1,0,0,0,1.0,81,56,2448.0,204.0,109000
7.0,3.0,4.0,1502,1502,3.0,3.0,3.0,286.0,1,1,0,0,0,0,1,0,0,1,0,2.5,9,9,4506.0,300.4,330000
6.0,2.0,3.0,1133,1133,2.0,0.0,1.0,308.0,0,1,0,0,0,0,1,1,0,0,0,2.0,0,0,576.0,161.86,143000
6.0,3.0,4.0,936,1721,3.0,0.0,2.0,471.0,1,0,1,0,0,0,1,0,0,0,1,3.0,13,13,3712.0,245.86,201000
4.0,2.0,2.0,981,1760,2.0,3.0,1.0,648.0,0,0,0,1,0,1,0,1,0,0,0,1.5,96,56,3231.0,251.43,80000
6.0,2.0,3.0,1436,2320,3.0,3.0,1.0,180.0,0,0,1,0,1,0,0,0,0,1,0,3.5,62,5,3084.0,257.78,259500
7.0,3.0,4.0,1146,2486,3.0,4.0,3.0,452.0,1,0,1,0,0,0,1,0,0,1,0,4.5,4,3,3366.0,248.6,279900
5.0,2.0,3.0,1246,1246,3.0,0.0,2.0,305.0,0,1,0,0,1,0,0,0,1,0,0,2.5,51,16,3738.0,207.67,154000
6.0,3.0,4.0,1444,2144,3.0,3.0,3.0,389.0,1,0,0,1,1,0,0,0,0,0,1,2.5,49,1,4332.0,306.29,277000
5.0,2.0,3.0,799,1150,2.0,3.0,1.0,215.0,0,0,0,1,0,1,0,0,0,0,1,1.0,64,56,2397.0,191.67,128000
8.0,3.0,4.0,1600,1600,3.0,4.0,2.0,890.0,1,1,0,0,0,0,1,0,1,0,0,2.0,2,2,4698.0,228.57,256300
4.0,2.0,3.0,1230,1755,3.0,3.0,1.0,231.0,0,0,0,1,0,1,0,0,0,1,0,2.0,77,4,3720.0,250.71,188000
8.0,3.0,5.0,1800,1800,3.0,4.0,3.0,765.0,1,1,0,0,0,0,1,0,0,1,0,3.0,4,4,5400.0,257.14,312500
7.0,3.0,4.0,600,1200,3.0,0.0,2.0,480.0,0,0,1,0,0,0,1,0,1,0,0,2.5,6,5,1800.0,300.0,151000
5.0,2.0,3.0,765,1365,2.0,0.0,1.0,440.0,1,0,1,0,1,0,0,0,1,0,0,2.5,36,36,2295.0,227.5,122500
6.0,3.0,4.0,835,1696,3.0,0.0,2.0,542.0,0,0,1,0,0,0,1,0,0,0,1,3.5,5,5,2505.0,242.29,188000
7.0,3.0,4.0,945,1809,3.0,0.0,2.0,638.0,0,0,1,0,0,0,1,0,0,0,1,2.5,1,0,2835.0,226.12,209700
6.0,3.0,4.0,886,1680,3.0,0.0,2.0,474.0,1,0,1,0,0,0,1,0,0,0,1,3.0,15,14,2658.0,240.0,163000
6.0,2.0,3.0,976,2087,3.0,0.0,3.0,444.0,1,0,1,0,1,0,0,0,0,0,1,2.5,41,0,1664.0,231.89,187500
8.0,3.0,4.0,1513,1513,3.0,3.0,3.0,521.0,1,1,0,0,0,0,1,0,0,0,1,3.0,10,9,4386.0,302.6,220000
5.0,2.0,3.0,1107,1107,3.0,0.0,2.0,308.0,0,1,0,0,1,0,0,0,1,0,0,2.0,40,14,2847.0,221.4,127000
5.0,2.0,0.0,827,827,2.0,1.0,1.0,392.0,0,1,0,0,0,1,0,0,1,0,0,1.0,55,3,0.0,165.4,107500
6.0,2.0,3.0,742,1484,2.0,4.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,2.0,94,7,2226.0,164.89,128000
5.0,2.0,2.0,764,764,2.0,0.0,1.0,504.0,0,1,0,0,0,1,0,1,0,0,0,1.0,83,4,2040.0,191.0,73000
6.0,2.0,4.0,808,1593,2.0,3.0,2.0,389.0,0,0,1,0,0,0,1,0,1,0,0,2.5,17,16,2424.0,227.57,178000
4.0,2.0,4.0,1181,1181,2.0,0.0,2.0,588.0,0,0,0,1,1,0,0,0,0,0,1,3.0,36,36,3414.0,196.83,137500
8.0,3.0,4.0,1987,1987,3.0,3.0,3.0,691.0,1,1,0,0,0,0,1,0,1,0,0,3.0,14,14,5958.0,283.86,301500
6.0,2.0,3.0,647,1242,2.0,4.0,1.0,180.0,0,0,1,0,0,1,0,0,0,1,0,1.5,74,59,1749.0,207.0,105000
6.0,2.0,3.0,976,976,3.0,2.0,2.0,504.0,1,1,0,0,1,0,0,0,1,0,0,2.0,38,2,2928.0,244.0,157500
5.0,2.0,3.0,969,1214,2.0,0.0,1.0,216.0,0,0,0,1,1,0,0,1,0,0,0,1.0,106,57,2907.0,202.33,117000
5.0,2.0,3.0,864,864,2.0,0.0,1.0,336.0,0,1,0,0,1,0,0,0,1,0,0,1.5,44,44,2592.0,172.8,105000
6.0,2.0,3.0,1166,1639,2.0,0.0,1.0,240.0,0,0,0,1,0,1,0,0,0,1,0,1.0,72,58,3192.0,273.17,115000
5.0,2.0,0.0,1535,1535,2.0,0.0,1.0,400.0,0,1,0,0,0,1,0,0,0,0,1,2.0,30,30,0.0,191.88,118858
6.0,2.0,3.0,800,1632,3.0,0.0,1.0,484.0,1,0,1,0,1,0,0,0,1,0,0,2.0,42,8,2400.0,233.14,173000
3.0,2.0,3.0,725,725,2.0,0.0,1.0,320.0,0,1,0,0,0,1,0,1,0,0,0,1.5,119,11,1890.0,181.25,78500
7.0,3.0,4.0,840,1720,3.0,4.0,3.0,440.0,0,0,1,0,0,0,1,0,1,0,0,2.5,3,3,2520.0,245.71,183500
4.0,1.0,2.0,936,936,2.0,0.0,1.0,576.0,0,1,0,0,1,0,0,1,0,0,0,1.0,56,56,2808.0,234.0,93000
8.0,3.0,4.0,1589,1589,3.0,3.0,3.0,630.0,1,1,0,0,0,0,1,0,0,0,0,3.0,4,4,4218.0,227.0,226500
6.0,3.0,4.0,799,1571,2.0,3.0,2.0,380.0,0,0,1,0,0,0,1,0,1,0,0,2.5,16,15,2397.0,224.43,178000
7.0,3.0,4.0,1479,1479,3.0,0.0,2.0,558.0,1,1,0,0,0,0,1,0,0,0,1,3.0,4,4,4359.0,211.29,226000
5.0,3.0,3.0,784,1632,2.0,3.0,2.0,898.0,1,0,1,0,1,0,0,0,0,1,0,1.5,40,40,2352.0,233.14,173000
5.0,2.0,3.0,864,864,2.0,1.0,1.0,360.0,0,1,0,0,1,0,0,0,0,0,1,1.0,44,44,2592.0,172.8,62383
7.0,2.0,3.0,743,1479,3.0,4.0,1.0,312.0,0,0,1,0,0,1,0,0,0,1,0,2.0,80,9,1872.0,246.5,160000
7.0,3.0,4.0,1576,1576,3.0,3.0,2.0,668.0,1,1,0,0,0,0,1,0,0,0,0,3.0,4,4,4179.0,225.14,219990
7.0,3.0,4.0,1479,1479,3.0,0.0,2.0,577.0,1,1,0,0,0,0,1,0,0,0,1,2.0,9,8,4404.0,246.5,191000
5.0,2.0,3.0,916,1060,2.0,4.0,1.0,308.0,0,1,0,0,0,0,1,1,0,0,0,2.0,82,13,2268.0,176.67,136500
4.0,2.0,0.0,943,943,3.0,0.0,1.0,308.0,0,1,0,0,0,1,0,0,0,0,1,1.0,49,13,0.0,188.6,80000
7.0,3.0,4.0,1377,2183,3.0,0.0,1.0,786.0,1,0,0,1,0,0,1,0,1,0,0,2.5,18,18,4816.0,242.56,229000
7.0,3.0,4.0,1062,1949,3.0,3.0,3.0,574.0,1,0,1,0,0,0,1,0,0,0,1,3.5,17,16,3150.0,243.62,236000
6.0,2.0,3.0,1146,1930,2.0,0.0,1.0,316.0,0,0,1,0,1,0,0,1,0,0,0,3.0,82,59,1440.0,241.25,149000
5.0,3.0,2.0,1007,2014,2.0,0.0,1.0,624.0,0,0,1,0,0,0,1,1,0,0,0,2.0,106,1,2148.0,251.75,169000
4.0,2.0,3.0,1242,1242,2.0,0.0,1.0,336.0,0,1,0,0,1,0,0,0,0,0,1,1.0,61,57,1452.0,310.5,109900
7.0,2.0,4.0,996,2000,2.0,3.0,3.0,650.0,1,0,1,0,0,0,1,0,0,1,0,2.5,13,12,2988.0,222.22,188000
6.0,2.0,3.0,825,1412,2.0,4.0,1.0,280.0,0,0,0,1,1,0,0,1,0,0,0,1.0,70,59,2340.0,235.33,132500
5.0,2.0,3.0,990,990,2.0,0.0,2.0,440.0,0,1,0,0,0,0,1,0,0,0,1,2.0,15,15,2970.0,198.0,143000
5.0,2.0,2.0,1342,1342,2.0,0.0,1.0,256.0,0,1,0,0,1,0,0,0,0,0,1,2.0,56,56,4026.0,191.71,125000
4.0,2.0,2.0,741,1363,2.0,0.0,1.0,528.0,0,0,1,0,1,0,0,1,0,0,0,1.0,100,60,1866.0,227.17,125500
6.0,2.0,3.0,1632,1632,2.0,4.0,2.0,338.0,1,1,0,0,1,0,0,0,1,0,0,3.0,51,21,3720.0,272.0,139000
5.0,2.0,3.0,1678,1678,2.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,1,2.0,50,50,5034.0,167.8,119900
8.0,3.0,5.0,1296,1296,3.0,0.0,3.0,471.0,1,1,0,0,0,0,1,0,0,1,0,3.0,8,7,3801.0,216.0,220000
6.0,2.0,3.0,1587,1587,2.0,4.0,1.0,525.0,1,1,0,0,1,0,0,0,1,0,0,2.0,36,36,4761.0,226.71,167300
5.0,2.0,3.0,854,1298,2.0,4.0,1.0,256.0,0,0,0,1,1,0,0,0,0,0,1,1.0,68,59,2160.0,216.33,122000
5.0,2.0,3.0,1728,1728,2.0,0.0,1.0,504.0,1,1,0,0,1,0,0,0,0,0,1,3.0,43,43,5184.0,172.8,125000
5.0,2.0,3.0,928,928,2.0,0.0,3.0,288.0,0,1,0,0,1,0,0,1,0,0,0,1.0,51,51,2784.0,185.6,112500
7.0,3.0,4.0,879,1795,3.0,0.0,2.0,578.0,0,0,1,0,0,0,1,0,0,0,1,2.5,2,1,2637.0,256.43,191000
6.0,2.0,3.0,1080,1080,2.0,0.0,1.0,288.0,1,1,0,0,1,0,0,0,1,0,0,1.0,50,50,3240.0,216.0,136000
7.0,2.0,4.0,866,1779,3.0,0.0,2.0,546.0,0,0,1,0,0,0,1,0,0,0,1,2.5,11,11,2598.0,296.5,197900
6.0,2.0,3.0,1001,1635,3.0,0.0,1.0,255.0,0,0,0,1,1,0,0,1,0,0,0,1.0,96,3,970.0,327.0,117000
7.0,3.0,4.0,1220,1220,3.0,0.0,2.0,632.0,1,1,0,0,0,0,1,0,0,0,1,3.0,0,0,3597.0,203.33,194000
9.0,3.0,5.0,1310,1310,3.0,3.0,2.0,545.0,1,1,0,0,0,0,1,0,1,0,0,2.5,7,7,3930.0,262.0,285000
5.0,2.0,3.0,808,1355,2.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,3.0,68,9,1932.0,225.83,127500
7.0,3.0,4.0,1166,2295,3.0,3.0,2.0,590.0,0,0,1,0,0,0,1,0,1,0,0,3.5,14,6,3285.0,255.0,268000
4.0,2.0,3.0,1156,1798,2.0,0.0,1.0,342.0,0,0,1,0,0,0,1,1,0,0,0,2.5,107,57,3225.0,256.86,137000
7.0,2.0,3.0,1620,1620,3.0,4.0,1.0,578.0,0,1,0,0,1,0,0,0,1,0,0,2.0,41,41,4860.0,202.5,215000
5.0,2.0,3.0,1216,1216,2.0,0.0,2.0,336.0,0,1,0,0,1,0,0,0,1,0,0,2.0,52,52,3648.0,243.2,129500
5.0,2.0,4.0,896,1344,2.0,0.0,1.0,240.0,0,0,0,1,0,1,0,1,0,0,0,1.0,70,56,2688.0,192.0,115000
5.0,2.0,3.0,747,1159,2.0,0.0,1.0,288.0,0,0,0,1,0,0,1,1,0,0,0,1.0,83,58,2241.0,231.8,114000
4.0,2.0,3.0,1056,1056,2.0,0.0,1.0,384.0,0,1,0,0,1,0,0,0,0,0,1,2.0,40,40,3168.0,211.2,107000
5.0,2.0,3.0,832,1216,2.0,0.0,1.0,336.0,0,0,0,1,1,0,0,0,1,0,0,1.0,61,58,2496.0,202.67,118500
6.0,2.0,3.0,950,1158,2.0,4.0,2.0,208.0,0,0,0,1,0,1,0,1,0,0,0,1.0,79,58,2586.0,231.6,120000
8.0,3.0,4.0,1538,1538,3.0,0.0,2.0,484.0,1,1,0,0,0,0,1,0,1,0,0,3.0,2,2,4614.0,219.71,260000
5.0,2.0,3.0,1143,1143,2.0,0.0,2.0,308.0,1,1,0,0,1,0,0,0,1,0,0,2.0,51,51,3429.0,190.5,136000
4.0,2.0,3.0,872,872,2.0,0.0,1.0,480.0,0,1,0,0,1,0,0,0,1,0,0,1.0,36,36,2574.0,174.4,123000
6.0,2.0,3.0,1035,1406,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1.0,88,58,957.0,234.33,89500
6.0,3.0,4.0,1324,1324,3.0,0.0,3.0,430.0,0,1,0,0,0,0,1,0,1,0,0,2.0,5,5,3972.0,220.67,199500
5.0,2.0,3.0,904,904,2.0,0.0,1.0,408.0,1,1,0,0,0,0,1,0,0,0,1,1.0,42,42,2628.0,150.67,109900
7.0,3.0,4.0,1276,2080,3.0,4.0,1.0,282.0,0,0,1,0,0,1,0,0,0,1,0,1.5,83,5,3828.0,231.11,234000
6.0,3.0,4.0,848,848,3.0,4.0,2.0,420.0,1,1,0,0,0,0,1,0,0,0,1,2.0,2,2,2544.0,282.67,155900
4.0,2.0,3.0,1104,1788,2.0,3.0,1.0,304.0,0,0,0,1,1,0,0,0,0,0,1,2.0,52,20,3312.0,223.5,161500
6.0,2.0,3.0,1344,1344,3.0,4.0,2.0,525.0,1,0,0,1,1,0,0,0,0,1,0,1.5,51,51,2457.0,192.0,137500
5.0,2.0,3.0,1128,2256,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,2.0,100,60,2520.0,188.0,76500
6.0,3.0,4.0,1164,2060,2.0,3.0,1.0,521.0,1,0,1,0,0,0,1,0,0,0,1,3.0,19,18,3453.0,257.5,211000
6.0,3.0,4.0,1337,1337,3.0,0.0,3.0,511.0,0,1,0,0,0,0,1,0,1,0,0,3.0,10,9,4215.0,267.4,181000
6.0,2.0,3.0,1165,1165,2.0,0.0,2.0,490.0,1,0,0,1,1,0,0,0,1,0,0,2.5,42,42,3381.0,194.17,174900
5.0,2.0,3.0,1320,1320,2.0,2.0,2.0,564.0,1,0,0,1,1,0,0,0,0,0,1,2.0,40,40,3492.0,220.0,164500
7.0,3.0,4.0,1535,1535,3.0,0.0,2.0,532.0,1,1,0,0,0,0,1,0,1,0,0,2.0,6,6,4551.0,219.29,214000
7.0,2.0,4.0,1277,2044,2.0,3.0,1.0,489.0,1,0,1,0,1,0,0,0,1,0,0,2.5,28,20,2214.0,292.0,185000
4.0,2.0,3.0,624,1136,2.0,0.0,1.0,336.0,0,0,0,1,0,0,1,1,0,0,0,1.5,79,58,2112.0,189.33,123000
6.0,2.0,4.0,1299,1299,3.0,1.0,2.0,486.0,0,0,0,1,1,0,0,0,0,1,0,3.0,28,28,3003.0,259.8,183500
8.0,3.0,4.0,764,1441,3.0,0.0,1.0,492.0,1,0,1,0,0,0,1,0,1,0,0,2.5,8,7,2328.0,288.2,174000
5.0,2.0,3.0,1630,1630,2.0,3.0,1.0,649.0,0,1,0,0,1,0,0,0,0,0,1,2.0,54,54,3219.0,271.67,130000
7.0,2.0,3.0,832,1641,4.0,4.0,1.0,546.0,0,0,1,0,0,1,0,1,0,0,0,2.0,81,16,2912.0,273.5,178000
5.0,2.0,4.0,928,1629,2.0,3.0,3.0,482.0,0,0,1,0,0,0,1,0,1,0,0,2.5,13,12,2784.0,271.5,189900
6.0,3.0,4.0,848,848,3.0,0.0,3.0,420.0,1,1,0,0,0,0,1,0,0,0,1,2.0,6,5,2544.0,212.0,144000
6.0,3.0,3.0,816,816,2.0,0.0,1.0,432.0,0,1,0,0,0,1,0,1,0,0,0,1.0,78,1,2448.0,163.2,120500
